repo,commit_hash,files_changed,lines_added,lines_deleted,total_changes
flask,a0a49e1c9ea9b0e850e9039c1b7000adbaf7370b,1,1,12,13
flask,fb4aab5d899fa8d4257aad12f7df6050d1da3d2e,2,15,21,36
flask,c42803f168208e558b7428c46e13bd1d5dbdc38c,2,15,21,36
flask,d0df619263c3264d11fbb8a11698a2b73a08722c,2,15,21,36
flask,90004a83befdb1d65df8632e48078fd721932590,2,15,21,36
flask,7d0293d37cb63c555bd870e111869c3064a96e46,1,1,1,2
flask,3628cbceafef795f4889229ca3aed2bfb9fb26a8,1,1,1,2
flask,722d5e610a1f11ef2010dd719811771706ea0683,1,1,1,2
flask,ded3d642a762823702848c5e5c4e041a676a10a1,3,12,2,14
flask,d694eb443a6243e248df974e9cd64defb591bf38,3,12,2,14
flask,c478e5d52f4985a9a58f1ac1d229b47e9f6fe24f,3,12,2,14
flask,3fb368a44407aed7b5da88f6b35de9504ea8aac7,1,1,1,2
flask,98a26cfb425aef527ce5ace06f3a8e7cac186a6a,1,1,1,2
flask,901661c1a4ff23e88884186c9d283ad413970951,6,57,4,61
flask,ffc68840f821fb0a4c41a7b2b4eaad6d71f539b7,4,5,5,10
flask,1a6696da70923b2433b588ddcde90fd31ec296a6,4,54,1,55
flask,1617202d91e46a4c2584656969f90aa5d5db7fed,4,54,1,55
flask,008d3388b9387245bc0df4887dab3671fd729646,1,8,10,18
flask,e4c7033a3447b8d1af67acf9e34269f2c5633fb9,1,3,3,6
flask,73d997f0fc207aef8d9c7fa19d8878576dad3846,1,6,8,14
flask,1b4ace9ba5e77679bf9d8e409283654f7589907e,2,2,2,4
flask,8a78fdb09cc0a645a757cbcfb1beb09a3d2e5bca,1,1,1,2
flask,626b5cc166e6151dfe0e86b514b2d9a1f55752a8,3,5,4,9
flask,2844fdb82ee86b812027f700f9c566da8324e78f,2,3,1,4
flask,c07475935cdaec6dbb5ffe2df8bd5a4abafff99b,2,2,1,3
flask,975f9792697c1a74bca3cfff201d1e0415bece6a,2,2,1,3
flask,6d0e79b33afe47525958dc23c1ebb2eea70f25fe,3,41,3,44
flask,b08e35e4ab525c207144e42af1b678a78abe09cb,3,41,3,44
flask,6665c91e6fad7df5997c8f3ae2136049062c1b7f,8,40,25,65
flask,df470aecb96efbcb17ca76e73196c25c38ce6d17,8,40,25,65
flask,465da9f610a04d379bb39a0ff03fb6c0b0ea1c45,1,1,1,2
flask,cf4923bf586c51365970ee11a33771104241cf60,1,1,1,2
flask,3aff003c456ecfd329c29432d941714a0b474d53,1,1,1,2
flask,b05a685a03a2a186cd7ffb45a6cb8a7a4fbc49de,6,59,28,87
flask,043443d2d3432d8c182f059cf2f30967eda73d1f,6,57,25,82
flask,a5ecdfa7a57bf6bcba7391fc6d356e3f7de33e57,6,57,25,82
flask,afd6250bab89b67d916c1281fe32a82070a0e958,4,6,2,8
flask,b9c22672724ee3c89cc959bd80d3fcd81afb10e7,1,1,1,2
flask,5a04590e9c1f2aba03c2bd70a8b5fe1a18eecb56,2,414,408,822
flask,ac302fb6071a4a580234e3596dac082d6e8d8a1f,2,414,408,822
flask,2675076cb77fb5d37f54aa05473157ae27be7c42,3,5,1,6
flask,54cbb4e64297d68ff6c9ef3fe03c283448e3533f,3,5,1,6
flask,2a2134974cc8d39f64c89b40dd5999e0c3ec01ae,2,422,412,834
flask,6ed68f015a50ab35b84a8ea71b0f846ca6a75281,3,16,6,22
flask,871e6d6a9d1c453716f68e4e88268961d067b26d,3,16,6,22
flask,1351d0a56580df36872b466eb245e7634c20dab5,84,1039,1449,2488
flask,dbe51dc09ddc1e5cae82226e2cac1dae0ba9116d,1,0,1,1
flask,31d3c7e71941c3a1800f5e31064c9862da473d86,88,993,1453,2446
flask,cb6272ccc8a836b402d518cf1f90328cf06cd7ea,22,63,81,144
flask,28b35c55a1fd7963227011b1a8a3dae2feb308a3,15,115,253,368
flask,7d779580004c0aa481648f1165e87e6ce4bac087,2,614,660,1274
flask,24498afed5075583ecd5667b105b4a315a25051e,6,68,281,349
flask,e666f7a69c737fef8236237671be4da5910e9113,44,133,178,311
flask,6cd92ebc323d7f3c8584f155c445696e8a2b057c,1,15,15,30
flask,146df0f9e8ea8a55bb66b7cc52d186e288580b92,1,15,15,30
flask,185d7cbab279ef7c27b46694b4b6d93a8d6f0421,4,233,14,247
flask,54519ef028660da63c3b2bab51c1f18e7b7c9fa2,3,89,5,94
flask,9054f6d6397607647839286ce1db6cb2ef8457fe,3,146,11,157
flask,2fa30f6a9e67e4515c85c6fe776783b058097498,5,52,26,78
flask,c65863912ba3c93d014378e21402c97babca272b,4,26,17,43
flask,1ff98a2d21f6800b7b97195e0f9c90776ffb8f9b,4,41,24,65
flask,d5fea5fa1da0c56860e7023e4af3ba2eb0097dd7,1,7,1,8
flask,6ec98f07499a6e6b61a43f265c818100aa41e205,1,5,3,8
flask,d8d74b0cc89f7b9242cb5419ac1193463749f218,1,5,1,6
flask,53f5fd234b8a7377c401ae88e2fb6c29812715d5,1,43,5,48
flask,571b9f54e745849087f43b63a9788ded9edd0eb7,1,42,22,64
flask,b89bf9e6d7555743903ed3820156c3da7a571411,1,18,0,18
flask,f7f1d9de3daa84ba968fd53553dc8fdb277219a3,1,26,0,26
flask,4b519f0e332c8f71ea40d2272e7769321462cf47,1,14,15,29
flask,7bc965fadac23bf9833eb34a4bb124af4e6b5cad,1,27,0,27
flask,29111a32594806cc217aba047de609dc913ef255,8,35,65,100
flask,8a7d080085ae28847f46b29162b5dacfd54b8a12,2,1,6,7
flask,46a67b6789ceb3ba814afdb72ed7770033858a73,5,36,62,98
flask,dbd4520ccbe0954d8ff4f926ba5f16c4f5291533,5,36,62,98
flask,d4b688bd035b9704b3168b28fed39c8fcfe3b997,10,17,18,35
flask,53c893b646252d610e877eb9385e9e250a1ae5e1,10,17,18,35
flask,3db469795996523cf834c07684b0eff540227aba,56,291,246,537
flask,43483683b2bc8da85f00ccccdfb8d9d5c77a6bb3,56,291,246,537
flask,ab8d60d826f2e07f70973c754134fd9508232b8a,42,8167,8165,16332
flask,ca278a8694f42e569a6d9f7d71c669465019bf06,42,8167,8165,16332
flask,09392e0348e22dcac63973dd25ac10afc90230dd,1,9,4,13
flask,48d0e86313b479f97cec1a9869bdaf468c248666,28,130,98,228
flask,b46f5942a528053034fecf210572ee04bc4a3284,23,89,92,181
flask,549fed29ea0b6f0f3cc3731a310f4de3631a759e,6,41,6,47
flask,b61cbf8ab437574d4b041e49a214240b650eb1be,2,7,1,8
flask,13b689bba6119613a2a47e8a9c84e82e69f602c4,3,21,1,22
flask,1718f1934c4fa709b42230b3ee5d6f803ec65df4,3,21,1,22
flask,6369537a49f55ba3c3e319b7d21b6c6a96e5d332,1,8,3,11
flask,a3272941ce76a212e9d8d55722a0b230b963411d,2,7,1,8
flask,45b2e7702dd76b11156c9b9b5af707be2b5480ca,1,8,3,11
flask,6e995f23792c1cc1809292c770d02797d80622fb,1,5,6,11
flask,5e15850532be5521dac7082b155b15b83e1236e8,5,94,46,140
flask,cd4023d9d2ab630ce4f95856f065072ef8badb2b,3,30,38,68
flask,d981cc678af3bbd30ea1cde54fd6e1b24398351f,1,5,6,11
flask,e45370b9940823daae4c3959158ded4a9e3f7f60,1,3,3,6
flask,c7f56c5a5539143662a04ec8e54aa78777d20730,3,11,14,25
flask,976dfedaa9efdb566333ea829b12751820268f67,4,96,45,141
flask,91e53da054c8e923ad6bf45cfb4c12de029de1b2,2,12,0,12
flask,524f9c32c7292d00818e17a714d062d1fb24f129,1,1,1,2
flask,94e057224ce9ff68c850dbe81fc1db5503b3656a,1,2,0,2
flask,52f9aa7ed6ceee6b416eab39a4f785d958245937,3,19,5,24
flask,1b526c837e83d5e35d14eadde162c7608ab9e83f,1,2,0,2
flask,8bb71852849907d1b67ba7514cf1812348e11b44,3,19,5,24
flask,55ad09c9024d2f0d23123c934e505042516cc796,3,30,38,68
flask,f25b5000fd7b85418d8ff85b070821748ef14f19,2,12,0,12
flask,14e9291380810d99152276c90ecb409b78504403,1,2,0,2
flask,2a97d4a706c329b15b9119101254de15c80410cc,1,2,0,2
flask,cd14adbc1e834b0accc3b593a77d60d3cadddc8b,1,1,1,2
flask,6ac4b937793afa54e93ed303d0a05c32f397ae54,1,4,0,4
flask,af1b2ea1d1fdb1f6e85b5fe69bb66ddd68c5e806,1,4,0,4
flask,7ac2cbf63a59bf7ae31d1ac586816842dc285f91,1,4,0,4
flask,1250775a5575d40b00d1212bde1df55a9b71df04,1,3,0,3
flask,96b92ff9e81201ea2fab91b6b30586a5d40a3430,1,3,0,3
flask,240e398c8d2b46607f6e5c87b6e39eab50ad7796,4,19,14,33
flask,a5ff3cd01b8a78b5ed2961a8095290fed4e2a0d5,4,19,14,33
flask,2c68f86336dc8729f58e8e19af0f49c269c1cfaa,3,29,6,35
flask,a71c167836c9dd938199fc72292951359948149c,3,29,6,35
flask,754b72957854e0b955fe973d169daa27a2f98ef1,5,34,17,51
flask,ed9ab2d3b6fc005b3807ddf484e85160233ffc82,5,21,19,40
flask,a12bf290da4e5ccc9cc7bd00a8e1ba8bccb50586,2,16,1,17
flask,b83760675ded7124f8a7c2cc49fa8d7eea438233,6,136,8,144
flask,ec1ccd753084c6ff3215b9a64ba46d6af56715bd,6,136,8,144
flask,855d59b68b71db78165e4d4e2905c280450b6214,4,70,16,86
flask,1ecc341fe55845b264bbd5949bc8cb7616ad98ba,1,34,1,35
flask,7bf8366970ec49b5396a1f86f00fdd1c5fef3fed,4,37,16,53
flask,2616d97f326504b494304fe744cdd5adfc9c6d91,3,47,2,49
flask,e18cc4d71d1c0ded4a2a7afb417c5ea03ebb0861,3,47,23,70
flask,2308cba407884996047790bfb77f90ae17bdb2bc,3,23,2,25
flask,4fe81d7c62a4ecffd238a74783c054c4e5235fae,2,10,9,19
flask,fe41c6c8aee865ca494b91914f877319b07effd9,2,7,5,12
flask,33379155f613dbdb4fe6d0918a5038a989fc18bf,2,7,5,12
flask,fcf2eb4753d02caf258c5b1473fbb74721a3f489,2,10,9,19
flask,d3e1fed7773d1a85a9e2b434c375822edb904619,3,19,3,22
flask,db8cb31f2b2c39c1b0800926969c16d44b28ea38,3,19,3,22
flask,d9fa28ba68809aec8df30c65d7ab1f8a5e0514c8,3,14,8,22
flask,e1cc16f8bea15f11f63eacaa6089cd6e6b8b1965,3,14,8,22
flask,05102f63b8dc5341d2d650da3aaa51b0b355f65d,2,9,1,10
flask,2a2a11b0634df4932eb0b4113009759ce4d1754a,2,9,1,10
flask,b0185a620522269acb9cbef01437acd01d2b551d,3,26,5,31
flask,6af14f058b6ef09214dc0e5d81902ed5b4ad12a0,3,26,5,31
flask,dbd38404108f5c3c3cc31310a3eff24aa6b262c9,4,15,2,17
flask,2039e2e3b62897e14790c652c92625ee9b200245,4,15,2,17
flask,7f98a28432f2059259a5b8e5088322fa8f42f829,2,4,17,21
flask,e0afff0e92a3c46e5de17e75b76ca1332d45497d,2,4,17,21
flask,5a49b96d0e15f423ce8f2abc27a0ac280e69f726,5,18,131,149
flask,8590d65a57ad57c99a82fdf4e1c57921d7e1bdcd,5,18,131,149
flask,d0bfb065e5c2d00927ed192c4ea5d8a02b4e19d6,2,27,12,39
flask,957f48a98dd7d598c55a521967a2fddcd12a4efd,2,27,12,39
flask,af3c24c7dff239b2f1c9765bce9bef46525294bc,1,1,1,2
flask,aade460f1557aa0546ebf248a4f323140f30759f,3,27,3,30
flask,1f3923a999e3b4430ea76727e07fb062b24d6a61,3,27,3,30
flask,8ef56c8c6d0be4d4a9e844c723e70810a0be2fbc,5,24,2,26
flask,6dbcbdee3553683215d9e50b59834cb9af3aebd3,2,3,0,3
flask,6f703a564c97b034eb0e98419595b7fa32d3562a,3,14,22,36
flask,ad709be46e660b76263a50bfecdb390f0863a90c,2,27,0,27
flask,05a4e15ee46db41dbd2bfde8ca839efdec958b05,7,105,49,154
flask,99660cc40984015cbbcd27d1cdc19376b2536443,2,5,5,10
flask,3dc84ec4609de0c08fd159ebe991453309952fa8,4,95,39,134
flask,a4f0f197962b27a002c45f5e27b13a8d4a27ee63,4,95,39,134
flask,f2c854060adf021347a6c4217fdb06a77a38bf58,1,2,2,4
flask,e2f4b53396f4676978f86492dae5d3952446df89,1,2,2,4
flask,ab3f92253388df031d2947a5a76c980cba7cb694,1,4,3,7
flask,6142aa64ae4d0957d735b6b86c5abe15fea06504,1,4,3,7
flask,55801b5653bd5c290b10731c80bc15456e261217,1,0,1,1
flask,ac78da0bb02fc5c07c896a77d3fc2b32e7924407,1,0,1,1
flask,953284a8d08ebcb80abbbd0663b471ecb8968e97,5,100,180,280
flask,814a7ea96f1f0aa124537cee98fed0955ebbf6c4,6,115,101,216
flask,84f8e1634fed25de6ab065899234535d531e44ab,6,115,101,216
flask,bcf8cb1fd4605046a76b956bfbfaab246d9f8d18,3,16,12,28
flask,2236ba980cce9b8dd2e1219208afef28d1e86df2,18,76,60,136
flask,d68abe99f69f051435bfac1c040b3a4cef058adb,1,1,4,5
flask,af813d0d36ab498fe9a348637648e5489f0fc246,1,1,4,5
flask,ded0f68c16d6eeb95abfca925e29bff70b026e10,9,14,14,28
flask,4e272fc042cab5505c3c5ae796caa6b06f9dae9d,9,14,14,28
flask,7f782ba84e18d327ff25d40dc7d5719c8a036258,2,12,6,18
flask,0df2620c5f2fd9fa09224591952c36215cc4bda1,2,12,6,18
flask,00ca5b7328fbc5b11594ad448343ba371142c43a,1,15,3,18
flask,e61fd5f6cb1c7ebba86a9eef9c5e645d9c4032d1,1,8,9,17
flask,c2b4b745e946aece1bf253a29e6a1161ae14347d,1,17,4,21
flask,8609b7d840b2430ade985465d87cd9e2f09d477a,1,2,2,4
flask,994cd1db33d55b48f1d99aa97ac7b2adaa89cbaf,1,2,2,4
flask,bbedd6454094bc26edbcc95bab1ed3d05b4085ea,1,4,4,8
flask,e5b0fe68414cd3af9c1e91c82fa0c0ef4145c8c2,1,4,4,8
flask,eadb99eb93aa21cae3ce907006e62818319fbff7,1,3,2,5
flask,5e41e409bca42a8fef7b4460adfc76bf432824da,1,3,4,7
flask,62fe1563ad6805decc51fb3d682064249deddb96,1,2,0,2
flask,4091013ee1e0c126b803a2d76a085609675dc60b,1,9,11,20
flask,800c744fe7236175cbf0bbbc1a152899897579df,1,9,11,20
flask,b765e0db509eadd6d35093dafbc3b9814ba109d4,1,1,1,2
flask,4260b7c2d3a9bf1332e22d18125f5f6157f61b5b,2,88,53,141
flask,c88e4634a5fa4460f582a8e9315dc78da41543e8,1,1,1,2
flask,d23b160e6df5d13e7db7a5e53afab6db306efe3c,1,1,1,2
flask,205c943deda542b0c0df2f1b9ce3bbe72d80eef8,1,1,1,2
flask,49a0464e3cda2f56d9721fe042054d71172cb132,1,1,1,2
flask,42da151fc75778cd86bf80a97d8de7f2f5eed846,1,1,1,2
flask,1dda032b00cb4f7a783e018a7c370ee88f15e797,65,3798,3463,7261
flask,025589ee766249652e2e097da05808fe64911ddc,63,3788,3463,7251
flask,5b309831ec595ad21c491c257c8ecf60f10c1ddd,2,10,0,10
flask,819368a52dc9eb0ba4e20195783f2807872dabad,15,104,89,193
flask,5e378b4f28af344702a65fcce85a7d8574674860,1,76,0,76
flask,b78a803f7d8ff3156b4c5b73df39d067b8a2a3e5,1,76,0,76
flask,6606a4a2386a9635b8ad25b4ae6329be783e00b3,15,104,89,193
flask,a07c60af0a1eb0fd68fed4005788b5ff4ae69fc3,1,1,0,1
flask,29a47ae6ea51e672ea841f7869baa8dffe3291bc,1,1,0,1
flask,41186d3fe284c8b8f46d56a26c0614375ee69ccf,2,13,3,16
flask,8535503f4af23816ad64b54a6af12cf8b22e4450,1,2,2,4
flask,459176a7195a1bfc82f4228ad60584689497349c,2,3,3,6
flask,e8d838a55176d03e276938f98148b90c6d7a2f4d,2,78,53,131
flask,12ab9f9c0d8445d5bf2e79707f9ede194a6c6d03,1,53,0,53
flask,3257b1d13ba8e9abd069f4dcaa1ff7fc7d99ef09,1,1,0,1
flask,f9ee8349bc7c634408f8e3165edc4ad86d3267ca,1,0,2,2
flask,f2df16247a4ca2023dac8d44b876d474564ae197,1,3,0,3
flask,af5fb14666cba4034793adadb53c09dd90a12b14,1,51,0,51
flask,c5c8bbc7f699de6b81ebd9893dc0a2289ae688dc,1,1,1,2
flask,de01dfb70206f8dbb55724b7abfc515ead3ca283,1,1,1,2
flask,42b67a1f95b9055735d28d51c07a70c7523a4f24,1,1,1,2
flask,4df7b220fa1f2473dae316a4543fb71e23576a07,1,1,1,2
flask,5cb4b731671491941bd5d877f222bf5cee71869c,1,4,4,8
flask,d838f1c91815510ecf98131a83541847a751efa8,1,4,4,8
flask,86bf9dca72cd188813e26ef5dd972101ef8983cf,3,3,3,6
flask,7b88b357473226b6c25d866a2e411349b807e385,3,3,3,6
flask,c795adf684718142d52975264aa059af23316e0d,1,4,4,8
flask,5830388ee2e70ab9cfcc06728a80c5459bf3723a,1,4,4,8
flask,0b5b4a66ef99c8b91569dd9b9b34911834689d3f,1,6,6,12
flask,47bdf9f26fdd499c00a25efa4c0229c544cf682d,1,6,6,12
flask,74691fbe0192de1134c93e9821d5f8ef65405670,1,1,1,2
flask,8c979698bd9942a525dbb0e1ef4a31269a0b04cb,1,1,1,2
flask,33c89aab14e74b15c9a9caa7684c06fa96122de2,1,1,1,2
flask,99ad1f3cae66aabb654e38c2c8bfd5889e4020a5,1,1,1,2
flask,d7a1b0157aae0e60983c51c6f255772be11d43f3,1,5,6,11
flask,2c29495e6dca548e479a52e6be364639f57f9a81,1,5,6,11
flask,a74864ec229141784374f1998324d2cbac837295,5,39,4,43
flask,ded7cbe4294dde22e553d6a8035f414f0ce72f50,3,29,3,32
flask,662ce2151d0f17d592133eeecdc8d7e6676db811,3,22,8,30
flask,b92b2e6c743c8b09744c9c9788046c719cc38eab,2,13,1,14
flask,38a391815b4936e9357834bb4924e09fc4384e9a,3,10,1,11
flask,40118e785f0ec69bb519c7f34dcceb092006aa02,3,10,1,11
flask,4f32c6d4e37cda7a5053aa4f1527b6c340433778,3,37,9,46
flask,366f3f49af72702066da60476fa5e02d030c936b,3,15,13,28
flask,b570bf699c162e3223043582179db1c67b0a4c74,2,27,1,28
flask,4f3dbb3f3b0063b3ea14f6f2e73263defe70fde2,3,19,8,27
flask,232e5c81bc722c3ea87f15d0f95f8b52f064fc4c,3,19,8,27
flask,a0ccc477800737d9907ab772bb1bba25f164fefb,3,19,10,29
flask,3fd51c65fb4774b10848715b62ec284a0b86a6b1,1,3,1,4
flask,ac6746d1be45db54aa97334396b7bf89e6926ada,11,173,162,335
flask,0f56c0cb04c4f63a1ed439cbb3fc49d8c83f8f65,3,109,143,252
flask,edef8cb38b968228b0721d3cf93ac246e81e6c82,2,52,95,147
flask,4e280b414210ed5f1a9961bd1ba3a9f3fbd0462a,3,154,145,299
flask,b2765893e6bd64787ab14b1d67eb7d29314f1bdf,2,4,2,6
flask,d6151340bcb8b523d90b5b3f88472a8d61e08bf2,2,4,2,6
flask,8dd8e9b2f32264f4aa2cb23a6781b7095b9ca842,1,1,1,2
flask,ab7f9e735fcd73a07cb21d804c9190577449a299,1,1,1,2
flask,7474a9cb8b715ef96a37eedbbf143d39139bf382,1,5,5,10
flask,b8e461e3d1d949013cb6a336c627074e711c284b,1,5,5,10
flask,1e616696c00c72f01958b761173c8f29f09acc60,1,3,3,6
flask,5409606c3b5020df6fef46126eb47de90a70713d,1,3,3,6
flask,914a033586becc94a4001a448107f02d547d81d7,2,42,0,42
flask,830c77cb44d513a7c8044734a460d2b381df2f5a,2,42,0,42
flask,ff56126a452a8f128631fb1469201fcb32d69333,1,1,1,2
flask,a0ac95cc53cf8fd559e83983c81a260746a32894,1,1,1,2
flask,1c92c02c4a9762be059e930eb4b5a51488fd4037,1,8,7,15
flask,537df96632f12c2bd2cb5ae933844229f029f7b5,1,8,7,15
flask,3b45b82ec2640d4b0f4ffb9f0f7c898bd3d37b3b,13,68,57,125
flask,a656025c3bbedb1d8092e553cc799bcde375db3a,1,3,3,6
flask,10d0ed68a342880ea355ba62e8d24efa664142cd,1,9,8,17
flask,40e064fa27a8f2aaaa1518a929ebfcca80efbbb3,1,3,3,6
flask,b85425ac1bc04bd6fc5c90192f9454395f95bd3a,1,9,8,17
flask,717f9d33ca7c803abf781ad81d3854ddd7869900,2,4,2,6
flask,e4ebbd3f5befca0f6891def3ebf292f756ec5f3b,2,4,2,6
flask,c9245609f4a2c23103bcb5cbfbc58ed78b76892e,2,18,9,27
flask,24325ecb69a2c51d5b3da3000df715dfd9aba2de,2,18,9,27
flask,6606f66857f8230b0d47ab920ff5120052d46d26,1,1,1,2
flask,02df042416c312f6c04a5ded8c9404386585c122,1,1,1,2
flask,aef4159588be8bc245243c80e5032ccc79092f42,2,2,2,4
flask,90aef1b2cff8ac17eec0e69a3cfe1c55c94f9b12,2,2,2,4
flask,446cea9221e4f6d368a02a90cd105db0f8c9c7c9,3,24,26,50
flask,8a14c6d67d09d2a27c1d4685415d8ab0d6448561,3,21,27,48
flask,deb211cf13edd4d9b2c06d6ecc60425f275b5d95,3,10,6,16
flask,7e65f1c5f13f7f721c64f551d0022f6907a35b40,1,4,3,7
flask,4f638b9c28a07a951e46c348388c725c78fd5498,1,4,3,7
flask,80f14e30a204a76520154a613998a926f920c0a4,1,3,3,6
flask,d0ceb16be956ea3339dd0b7ab67ba3aceac6a9a3,1,3,3,6
flask,b78ebacca7500f625bf7ac48989073dc872a4418,2,25,0,25
flask,2b74cf9f2d95efe6a63a8fad49a1364d42530622,2,25,0,25
flask,4d37acad21b3877f4881daa55b808b809a391e84,4,62,5,67
flask,25de45cbb6fc7304f67b685034151f9ac6ea0df5,4,62,5,67
flask,f7d50d4b673c9bf1a729f7d5fb04cf092542db3b,10,43,85,128
flask,15c079f500967543c033ddeb113febc1d84abc87,2,12,11,23
flask,1096e226ccbae8135085322fb006a01836a19dcb,4,56,132,188
flask,8b567fea2397ae4c8c593efa4da62cc9e7ea9746,4,56,132,188
flask,49efc4423398e4895cb22a772c4aa4269b4eaa78,2,12,11,23
flask,afb7e4ee5f6e9cb8a1a937458cb39ee312e172ae,1,5,0,5
flask,5e07e3a6ada63e322597dd1ca25fecff25d0ae8d,1,5,0,5
flask,62621ba0fdbf55656adc260965594b3128f485e7,1,1,1,2
flask,d8400d7cacf541b316930e609fce8b1c53f5a142,1,1,1,2
flask,f2dd7eff8e9a10bc316834ce400e857d0806a002,1,1,0,1
flask,2611632c69d46b03cb5321a43103c3fee8705aca,1,1,0,1
flask,d5665e4ba6cf4f7eabdc0be047952a27965a455f,1,4,9,13
flask,877da63462d9a7e270c295d898d689aacf155779,1,4,55,59
flask,dcc02d6e7d4bf486e64aa5b6e55a75501c2ba2e5,1,1,1,2
flask,aec0cdc0164454bb8e5bcc7a59b95370d6d8a1c0,1,4,55,59
flask,ca23b7b40638c48a72e7be4ea5134984c399b502,3,65,2,67
flask,a5709e785061b657b9541fac0f407d496e7107ca,1,4,0,4
flask,9b0bd91195828e16887a31fec1ce2ad16999bb0d,1,35,4,39
flask,ed9775fb77bc2291473c176937326aadd435f73c,2,30,2,32
flask,339419117fff06fa89124d04b1921b61b8865d80,1,9,13,22
flask,3bf80912cf959fe860528f75031fe9e4612e3848,1,23,20,43
flask,e08bcf9f9700180a09f77f52604ea6de36fb83a8,3,22,6,28
flask,43e2d7518d2e89dc7ed0b4ac49b2d20211ad1bfa,1,1,1,2
flask,7e714bd28b6e96d82b2848b48cf8ff48b517b09b,13,17,17,34
flask,f05625eb8239593daf755305e422b71d30c77054,13,17,17,34
flask,f7e7f2ab11513d5f36c904b7f1192d69c4c95825,1,1,0,1
flask,eef6c34b57bf0367c1f9468bc4226ab59a1295a0,1,1,0,1
flask,0038a6796feaea05d9839520eb7f31f7f976fc47,2,17,4,21
flask,c38499bbf26cfa9683e30c52139a94dc5a50dcc4,2,17,4,21
flask,70b45094ab3d62b919a84f8fb8376e6614a98dd3,1,3,2,5
flask,9bc87d09c64780ccf1c115c216ff689a46d8f82e,1,3,2,5
flask,673772cac931fea88b6134e57643bba9f0b27d44,1,1,1,2
flask,d7eea1b49a5ea67dd9f39b9fa0a823466433f486,1,1,1,2
flask,9a2e6ead00f2e5a3a6fe5a3136951c7a038fe5ed,1,1,2,3
flask,aa7e15dcbab208ca404bcecd94cbe6fc583150dc,1,1,2,3
flask,0b7a74dda3284b03fac49851eaf130e876f183bd,1,10,5,15
flask,393bd46085fbf308e8b4e182c43f3871df4ec191,1,4,4,8
flask,357b710af245317dcfe3c653328717177fc67abc,1,4,9,13
flask,eae6440605b0e7e9a1f221ec0ac1b68b2f2dcd97,1,4,4,8
flask,363205bdc3abcfeed08c7e85e397fb7a7dc9ef07,1,1,1,2
flask,c92001d2fbaf4d5aa43bd44e56416ed27313377c,1,1,1,2
flask,47dadcfe15160e5ffbb9cc107c50c232a17b463a,1,1,1,2
flask,19a0a7d7718277e63692c8e9d4c11248a5e30a50,9,56,119,175
flask,0f4c9f1d57cc72e1407364f1cdac5737ee3c60f5,1,48,47,95
flask,ba868d681aac8273ad785ebf28f4a043b737ab78,9,16,80,96
flask,d493e3e083f7565f9b158b12445a994abe9a39cf,1,2,6,8
flask,067c772588f69f397eeff70019320506b47bb239,1,1,6,7
flask,3e86fd25e9638898618cda8352402f4281bf809b,1,1,0,1
flask,21b0aa6dd8b471a72af942a84d58336e2dd68fcb,19,112,112,224
flask,b9b88b0cdf70190dee5c7d31a83efb1cae888a63,1,1,2,3
flask,7d9dcfa2948b259a14b3fce4f5814236d5395095,1,1,1,2
flask,f45ceec31f6b957fd5ab9db75a5a727a8f73289b,1,1,1,2
flask,345685c0143f030eda443d6c672ae1b705789027,4,26,17,43
flask,93e4b714a179c7132b505dfbcd835e7aab542a56,1,6,4,10
flask,c7791bb526be6bd95e0c5b4f710853fb84085a8a,1,6,4,10
flask,e771016a5bac3c08987907a2ec63385d58b81be0,3,17,17,34
flask,72dfb67828be9da6407a3199782bd2e2ad2d44ff,1,9,0,9
flask,06b189b6beaeaf393def92aaa5d6c5a18fe1feff,1,1,1,2
flask,15b2301754187863eabd0b584c70955b5d3f31a3,1,1,1,2
flask,0bb25eb3673904179e772f4b7376ecc7fbe4822f,1,2,2,4
flask,d5c465ddf4125db71a072cf3033533b02290d08f,1,2,2,4
flask,b6edad64aadd5cb0085f8979fffdfd90614b045f,1,1,1,2
flask,81c2a1e47565708f7af359503ff61f16558007ad,1,0,4,4
flask,f4b0f6448293593b1f43c5d570d8f6f7e10230a3,1,1,1,2
flask,bb63298b71b4f06456946b4a817198a099b17dbd,1,1,1,2
flask,c5af1be70f3bda17020267c84e8a6efafcbd854c,1,1,1,2
flask,d362399e7ebfe167a27daef20e198ecabed1b49b,1,0,4,4
flask,827536e20ad2079f3f50db11aac03e037e98503e,1,6,4,10
flask,c92c1e93c712d71d31aa79675a04703d6e8fe6b6,1,6,4,10
flask,7627d9ce1351d66f53521fa4ea85076b7626738a,1,1,1,2
flask,27e67dafc0cdbab6d19e65b3c62730c551bb450c,1,1,1,2
flask,0559f7c86bfe3a5b2895c949630799a72859ab01,1,1,1,2
flask,f036308442a2123a89dc4e2dfb61c319d9d80cf5,1,1,1,2
flask,161c43649d8c362c8359e0b79aeca40c754c5b51,9,95,39,134
flask,1a9caedb49ada290b00d0db0ec61e66d95807413,3,39,9,48
flask,50227f0954e06853bbadf93d1c62dd03429b6711,3,39,9,48
flask,b2ec6a33a235dbd9f57bd6265ec54cfb675243f7,1,1,1,2
flask,076dddb2e1d36edc35df5beecb9eacdcb0541e58,1,1,1,2
flask,673e5af658cf029e82d87047dcb7ebee3d343d10,1,2,0,2
flask,d0088e63d8004b17d5dd762ac3de00841bd34c00,1,2,0,2
