repo,commit_hash,files_changed,lines_added,lines_deleted,total_changes
fastapi,3eb2ee7510905447a36abe628708f102e09cfa59,1,2,2,4
fastapi,287eb316df5b7c35dd1e5da27ca2a8d345bee8d1,1,4,0,4
fastapi,cca3341cb93cb4d0267dd8e862db9235aeaac11c,2,10,10,20
fastapi,f23550223475e0e173ef63b0d54236fc105a8867,1,1,0,1
fastapi,b40da4f0d54aa6a3bc4a0048016d7f20d1ba0560,1,1,1,2
fastapi,9aa25fd6822de7504c739c4c2f3565627594353d,1,1,0,1
fastapi,81708603229951041eadb2437ce4aa810ef6898a,2,37,14,51
fastapi,f0da082dd3532384b2037bda7322eb9c33effa5f,1,1,0,1
fastapi,f97524429d0062bede9158ecdf4cefeee3b47a61,2,18,5,23
fastapi,6b1e6c5efd6a708ba978c092e368d3dd18cfc542,1,4,0,4
fastapi,40f3ab18e078ff4c809f3ca63851673bba435a5b,1,5,0,5
fastapi,8dfc651e1a2fa669bde1b9173805d8e4f2e5e7bb,1,4,0,4
fastapi,2eca83fbda143678648934a787cf78f2410edd8b,1,21,1,22
fastapi,784f06cb9b7cc63f6a0cb2bc9cf238473eef93e2,2,3,1,4
fastapi,b5c05893b4c43c93ff94761270ea750c0bd9e30e,1,4,0,4
fastapi,44fc67632bcdae4d078cb11b1a319ac122cbb06f,2,93,4,97
fastapi,a84001000e59ff362e74f93b8d9a58a4309dac2d,1,1,4,5
fastapi,382d083e26a28e95c731e85345c85c6dc99b08b4,2,3,1,4
fastapi,a7f2dbe976bf72703376f0cd04487bfc4a849f83,1,1,0,1
fastapi,f1e6f978ce10a6f9b4c668350a79462e9ac330a8,2,48,0,48
fastapi,b01d5c97a09b8f4f95b9e9b0d6bc083a23cdea20,1,1,0,1
fastapi,b51ec36f2e442495de5e4c22ae51a8f5c44917eb,2,19,0,19
fastapi,0bdc3ca3732e3742e094bea2b320e9774659ac38,1,1,0,1
fastapi,86e515784dd6ac6beaa1d0cc4c696c15d645cd41,2,182,1,183
fastapi,03123c00f1a91586b3db7f379ac69b359fa002e1,1,1,0,1
fastapi,2dc769b12174b0f7ad5c2ac16419fc4027ad8372,2,6,3,9
fastapi,606a6828e713399ee8ee833d45add202081f90e0,1,1,0,1
fastapi,cd2e1e43bd6d6e1cb7226c8210191e1b55cd0e6a,1,10,0,10
fastapi,60213f5a31f9af8685d6dc33c547c0828d2bbcab,1,1,0,1
fastapi,8ede27223e48386b4cc97302eea0818e2e767187,3,51,4,55
fastapi,0358d3eab5bd27c4d71f9adb6a8e91184e936f5e,1,1,0,1
fastapi,c2c6049b8f021a5a0576599ed36af930490173b2,1,2,2,4
fastapi,21aa9d3719ccd4685844e86a58d162db09a2f415,1,1,0,1
fastapi,9ac56c70f214fd02fc82eccaf4c7da3dfa380f9c,2,50,1,51
fastapi,243f012fd0b3c52e4b6505f04bcfc9f7532c1444,1,4,0,4
fastapi,bc5013cd56c1be81aca9b60f43c189c1d05b499a,4,41,1,42
fastapi,14168b43eb9342adcaa77f156a4e0600bcabb4f5,1,1,0,1
fastapi,5fef4d199b30d53057fd3cd6f78e149bd857d1bc,1,6,2,8
fastapi,d2f6b92a83eda19c3a070fd834a773cd0ba27e6a,1,4,0,4
fastapi,c831cdbde22e2dbaae8bcac4544a5556a5a04b5e,2,15,4,19
fastapi,73841b9976ded9858e4a2e1c8f0584e47c8e7dcb,1,1,0,1
fastapi,744736af9c5c4d422c8f46f5b6f289abded0d11b,3,0,30,30
fastapi,651603cb37d728f4b814ce7b160354546b8d6a04,1,1,0,1
fastapi,11d424c3dc4e7feb2fcf8be32957bf3951a07e44,4,32,180,212
fastapi,c8a29944f4404f16a6ee2feb98bf456af059dd56,1,1,0,1
fastapi,fe4542279d59bb5a74ac5b4c84e8edf0efb9ef5b,2,4,3,7
fastapi,d2da9e8e46042d5358feb5944044972e7e894ee6,1,4,0,4
fastapi,9b1234d7d03082ca49fc048bbc53bbe3d679ec34,112,5282,3004,8286
fastapi,4c175319f5ddfa60fb9b0673586f619ae9573e01,1,4,0,4
fastapi,7095a110563b476dbc3a02501d5ec73b6b52efd7,13,13,17,30
fastapi,9d7388d9f15632eee6d98faf93b19f1e9ff27ce9,1,1,0,1
fastapi,f10ed69b9743a4db06d98b691abd25c8342c7909,2,1006,0,1006
fastapi,111431295c9cd6a8ea272658eb5ea6bc9d7f9f77,1,1,0,1
fastapi,4c9c3b59426f53dcac8bb30640acd895657655bc,1,646,35,681
fastapi,ccfca4cb06148b8ccbb716ec4feafe5fda6bcaa6,1,4,0,4
fastapi,a95e91e46e230db27a75f39639a1f255a8b177ae,3,3,1,4
fastapi,ee46b851bc9ab472de6232c39a4e35fa19c42a52,1,4,0,4
fastapi,47acc62e54ff5861ae6479a6f3c3803d1d139316,2,36,22,58
fastapi,5c1f87c56387a96dbdddb2b1c4ec9ba48dcebc4e,1,4,0,4
fastapi,805ab1be5b582783f7e640555692e6f14c585ae0,3,5,5,10
fastapi,a372edf7e8825068a780df643700e6cce7e035c5,2,3,1,4
fastapi,bc1aba7322fb29195c474ea385073bbb619f0432,1,4,0,4
fastapi,7563579dc882aebfaeaf2bc37bd97fead72740a3,5,7,8,15
fastapi,938dd045fd6b5e740c55b1cdc912fe50449669a9,1,1,0,1
fastapi,2a446f7151cea0595d0cadeb08f68486e083c3a1,1,1,1,2
fastapi,ed45b074b93e35cacfce87903b51af8f0ae9cf7e,1,1,0,1
fastapi,480cd8f4f9bf95bd3b2b9a4687444f5f54e0059c,1,1,1,2
fastapi,16d75d90eb96976a57b94cc24e4018859cd54c4d,1,1,0,1
fastapi,a4841de65e05fffc8d99198f2527c6903e3b9ad7,13,16,16,32
fastapi,984d646705794b303de0ee570fff2198a2298fdb,1,1,0,1
fastapi,ec087cfa24fb577af0f18ebf800c7afa8d8052ea,1,1,1,2
fastapi,1fe23335ce176aced8b7e3e9b8c2a1586885d8a7,1,1,0,1
fastapi,d48144a3e7d6a1dca3cf06c3fca1aba03b3a4cd1,1,1,1,2
fastapi,3d08a4f3a821b6bcb96b1bc3e66ebf5be0f5f0fc,1,1,0,1
fastapi,caa3ccf638b40c7f4472cc27493fc8744d9be875,1,1,1,2
fastapi,5226ff90d77567265b92102d51fcd5258e46da3d,1,1,0,1
fastapi,d597f92482eddc78d6f4dea05d7dc431e762ba39,1,1,1,2
fastapi,43f61150964af16df5ddb98aaf9dfd99fd5745fe,1,1,0,1
fastapi,3112e05b7739cafc78a85678219b92350d36fb5b,1,1,0,1
fastapi,45601585025083af04c3499c6ab8a5267c3a9203,3,41,31,72
fastapi,2ad28d436f4bc57e0b9b9580c6fddb2ecca8aa0d,1,35,56,91
fastapi,d7604d16a352f4fcda243a6086cff6c26496f14d,1,1,0,1
fastapi,79c51ad54293620316c72871490f0b09debc693b,1,1,0,1
fastapi,7cf567010d808b3238ad812e437b0cd197e65f38,1,196,196,392
fastapi,3d763c8d3855e11a27ce552c7f363e383ba0781a,1,189,201,390
fastapi,30a07155fb01b4110d4e795366c129319c8ce668,1,1,0,1
fastapi,bb4772c5aa0b142376a260b94bb26e31e72072ad,1,19,0,19
fastapi,3e2dbf91699ef2e3a713372f099ef278b3bcc59e,1,1,0,1
fastapi,f5b77ff0fcd8e191d9be98d61292ecfaa6cb89a6,4,164,6,170
fastapi,176cd8c9ef81c3e4c5ba826e7eb87554bae17080,1,1,0,1
fastapi,1884d76f613d951e2243e50a3df4d9a479f00a9d,12,6,46,52
fastapi,8062aabdaa4e39a31bd01f3fb35428a3207de1bb,1,1,0,1
fastapi,ee9ccac1e5f5faca45a56e0e0eea109dfb2988a4,3,0,10,10
fastapi,5cd4c3b6bd3eec27fa3c621e4a2d2a2c00605057,1,1,0,1
fastapi,4584f706bdf833ede7e6d5771c0d16bb9c01fafd,1,8,0,8
fastapi,ba9c8fba0b26beccfc1300f9da1f4dea97e08157,1,1,0,1
fastapi,d9249c1949b856f60bd2a79c94e43c61989a0af9,59,170,170,340
fastapi,a973e787af25d4dc87ddd15ad2c0819437d08f6f,1,1,0,1
fastapi,1088d2abd908b7101ad7ea4ed0a5e141307d7693,1,2,2,4
fastapi,98ec6a6079f31aaf95814e1c1d6194d12bd9aaa9,1,1,0,1
fastapi,6b4d292f3a95709821429ee1b3dead1563c91c75,1,1,0,1
fastapi,d4ddcc5878a6cccd9815e76e69ff1fb52bd52457,3,57,2,59
fastapi,0e5832aa6d8c9badd203c2d8be7ae1842bb3c9e4,11,12,23,35
fastapi,ee2acd8abc7b63863be3ee6ef61e46878d3549b9,1,1,0,1
fastapi,e902ed5fc68dc73b4fbc5ce3c4434e5c493683ee,8,28,22,50
fastapi,cef1f166dfe326792001e2cfe0dfeeebe45e7cd3,1,1,0,1
fastapi,8e63f75919f1aca30d5dc62cfcf0d8c027e8c8cd,1,1,0,1
fastapi,e1b9cc00caa9729880cdea838706a22797932d31,1,1,0,1
fastapi,408b8a9bebf3af84943acf7b57bf91b0c5e76a25,13,13,13,26
fastapi,0817c955ec88cac09a8aec87b27c5acd14e65861,1,1,0,1
fastapi,c55f7138a11e9d315db95c1a29711b0d36baa33d,112,1060,1060,2120
fastapi,7653de2715c17feddfdc5621f9097aaae3e374b1,1,1,0,1
fastapi,784f068abaa57aa25eac104e6d831ca12980f90e,1,1,1,2
fastapi,6db05770f6f42d6c3e96e5e228b8fc7447026ce3,1,1,0,1
fastapi,6be02e3d5261b1341a76d0e0f337ec5aa78f4e62,1,1,1,2
fastapi,9cf7b70d7b282b0671dbb1a93a4cbc31aac58abe,1,1,0,1
fastapi,f75c1532f612137795b291f42fb507f7f103807b,1,1,1,2
fastapi,5c3a70d5b6def6f5ee471c3f9c7e6d2b2c6f6200,1,1,0,1
fastapi,6a45249303cf5ce8c9cde2c35497d2d12a4221a1,1,1,1,2
fastapi,c23051682bbeb254faee28fe80beeeab1764f7c4,1,1,0,1
fastapi,df779885fa094da506193a3772c6ab0335728790,1,23,1,24
fastapi,9c7abbff43121bca35bec3156a428105e98c0324,1,1,0,1
fastapi,d12c1ac82c1bf571bab078e0d047d868727a26de,1,2,2,4
fastapi,dbc9d3a0cee5dc855451353e185890bc78a6666e,1,1,0,1
fastapi,f1b144995898dc6bdf3ebca8d9e145ddf60cdc52,1,47,100,147
fastapi,078324583c1bbc2ac87e628c692a5a83435f97ba,1,1,0,1
fastapi,7df361eb41e74c764d6001674e23027fda02b7cf,14,18,18,36
fastapi,753bb9fb9ffc01865abff74f43e367cb8f70e723,1,1,0,1
fastapi,ba0f6121b97876ecda096afdfca94628223d9c23,1,0,0,0
fastapi,12b36a048c5433d7555294a67ed8bc159ceb1383,1,1,0,1
fastapi,6ccad060814a7a9c5170f1f37e38eb42b93f76f0,1,1,1,2
fastapi,6cee687a7903aad5678a7beeb76929c2af417b22,1,1,0,1
fastapi,5c8d5214ff6a45e269c482b1940a46a931fda995,3,3,3,6
fastapi,6df50d40fe195adc026af169d6ebf298a1c183a5,1,1,0,1
fastapi,f736e48ab3e46684bf379407e27a1bd7f300a865,1,143,151,294
fastapi,c40bd0e426ee803ef56be9848276e86ab3d603dc,1,1,0,1
fastapi,11893d9cea2d8dabcc5dc9071624f64c0a11a5e8,1,1,1,2
fastapi,37dd99ffe39356e2263bc8f0ab006560184db740,1,1,0,1
fastapi,f8013621ccfff954fba1061c13dde96105ec221c,1,1,1,2
fastapi,391887db91d9873db6a927b8d905b6d25e7ac882,1,1,0,1
fastapi,b42e28753e4f6b810e9f8a876e02ff6fc1ec434a,1,1,1,2
fastapi,92ea53baca590b7a9a61c4b7f0530a1dc7a68e02,1,1,0,1
fastapi,2e16e105c9a0085d4deb952e39a78d919a29c3a2,1,192,192,384
fastapi,d07159797b4eef6a38ec09b351c3cc1c7669bad3,1,1,0,1
fastapi,e7401d2e4283211c3d53faa6915415327b0957c0,1,1,1,2
fastapi,6e69d62bfeb538cb82e9c69f53e939a25268cf79,1,1,0,1
fastapi,79d2576508b62ff8918db358756694d73e55b9af,1,1,1,2
fastapi,1c1c2e8ab971a2d650032260d4d39a124e28aa17,1,1,0,1
fastapi,3ad01a124707f05f743a85dfd6544dea79188b0e,1,59,77,136
fastapi,a0ede1839abe958544b4b5e9afb1dc6c5608c421,1,1,0,1
fastapi,a9fbc4b8f508d938bbfe280ee4df6f028194b6f8,3,94,49,143
fastapi,1e4f123eb042cc910b9726ac73ff83e8d012ccbe,1,1,0,1
fastapi,8abfa0f106b1f3c40ed858c64cd8035c0b4ac4eb,3,3,2,5
fastapi,cf726c93d910513da09c5b7dca93dd0cc40e4333,1,1,0,1
fastapi,e326cec10ebab167d8ae77cf211b29bfa19e7195,7,12,0,12
fastapi,8af92a61399e8d1ac6cfccd600201aca248ea724,1,1,0,1
fastapi,b40acb83c9023af2e52e9b31e63b54db3793447d,1,11,2,13
fastapi,7b2631a88d69ca651d0cf270cde542ec880ae107,1,1,0,1
fastapi,616106ca7686821860c5f4d947cf2a9896bc1225,1,1,1,2
fastapi,c6566716092b1d98eb5cb1b6827b98b3d378ed8a,1,1,0,1
fastapi,9aab3d9e2239c51628f580eff442b630bd165d31,2,44,39,83
fastapi,c74e7d1ce45ddd39e5bf364aa20662855626de14,1,1,0,1
fastapi,6516a6c4a60c91de881cc73c40a3c609001dd29c,2,162,11,173
fastapi,d5d302c3da11262f4e320a9af5dbb9d13386e1b5,1,1,0,1
fastapi,273b06adab5fd527492ff9ed3f98cfa653d10002,2,36,0,36
fastapi,4c40b484f1a6ecea0921dc58292c3f733ddf5d9b,1,1,0,1
fastapi,adc328e258d00c5717070a103626cb48a03abecf,1,13,7,20
fastapi,4f0aae9d237059c48aace9cc222f62e3ef4f2ee5,1,1,0,1
fastapi,ae02be90b6857cac1a00ea47c154457effcdcb5d,2,86,57,143
fastapi,d67f092db84c7c5cb7b882aa1e25c8a10b6727b6,1,4,0,4
fastapi,3d60b5e23e878ca28e823fa65b06d67de95a6588,2,72,10,82
fastapi,89b4d1f076be7f7b30447344ef33cc895dade875,1,1,0,1
fastapi,2013336d65e1b7ac25aa3a4b130d41b6b2ac31f4,1,108,99,207
fastapi,8bfc783194bdfc2142ac716ae208c735e1862c81,1,1,0,1
fastapi,fcdd5031e1b150952bd70ea8d1ea805d5f1014c6,1,1,1,2
fastapi,bfbed308699d6f8204411e5bbaaa084b6e779c30,1,1,0,1
fastapi,54c7c34b25e9c71d218f4a01095520bc2b582b24,3,7,5,12
fastapi,106a4338db8d546f3a6bf817e237331297e7f797,1,1,0,1
fastapi,e4453a850d794fd211eb3741c85cf3bec320c871,1,6,6,12
fastapi,4ca93aea04bf289cedb4dc0d922c97f2e99399d9,1,1,0,1
fastapi,da508e9dce85874d654eb10472b090f573de97fe,1,298,0,298
fastapi,ed48cc457f36ea1f999bdf68668966935cd9e47f,1,1,0,1
fastapi,a5a4daa705fe4ee10d5c0eacdd3df84eb6973e8e,6,11,0,11
fastapi,6bc29cc5ba2662cff6662a0642784530f78103f9,1,1,0,1
fastapi,c8f330314ee6632edf13d103d7f3f9ae2f8d42ce,1,578,0,578
fastapi,d9e2aa8678c02e30613e246dc74e667cc0c27207,1,1,0,1
fastapi,cf0c3cf2c43ef415698f3e5a083ce94386915668,1,28,84,112
fastapi,4ec2c0bb5b17e23916c37d891f22f71715cc284a,1,1,0,1
fastapi,5c74eeba5bd82af096d3d7febec0034cc5f2580d,1,444,0,444
fastapi,27f4240750eb5598aea4bc792c425efcd74a7393,1,4,0,4
fastapi,679a97603ac6edb754fdc3ca61c6f7291a03d1c2,1,3,0,3
fastapi,e6d09027e59cee9e83c97c3bb59b0d5b6544c618,1,1,0,1
fastapi,6726bf8559c5a0744f64e4534e475a42a8c0b6a4,1,353,357,710
fastapi,3063c7c57d75e982838964ce126392d1ea8bfc32,1,4,0,4
fastapi,ce26b8e1caa3d375dba527612717c3279a290b3d,2,3,1,4
fastapi,313723494be79d4b24ccaa60e4f6d1f96c150fed,2,3,1,4
fastapi,095dab00c7d7bb3fc5d02da159207d56ac5bc1ea,1,4,0,4
fastapi,cad6880fd97d6f25d3f05025c88230285386e7f9,2,3,2,5
fastapi,a6e79e68a438c3e1f2ff628254d433832f73df53,1,4,0,4
fastapi,2c13b1ba4bce313d68f2ebd562b9b0c3267f5158,1,22,0,22
fastapi,7179d48fd774bcbc5f5013bb8f4df61b8c36795f,1,4,0,4
fastapi,07bcb18a5a2ddab8282f4a9d50f63f3c9f46ca8c,1,1,1,2
fastapi,bd8f358fd93416835b06486566b9d9ab991577b6,2,3,1,4
fastapi,18eb7a708096ab7a19f31a59918bc010aba0ddba,1,6,0,6
fastapi,dd906a998ee2aa41cba98edf13364b34fdc9b1c1,1,4,0,4
fastapi,b083ccd250e8fd22c3f9f8b3fd34765c6d625917,4,38,7,45
fastapi,af64e9d196fc124a7f8051406234301c3b4024ed,1,1,0,1
fastapi,0d5dc7ee7bdcd747fd15cfa5d562d2b6411a2fa5,1,65,0,65
fastapi,8068a404c7597d5bdbf4afdce37dffbccb44111d,1,1,0,1
fastapi,6682295c73c1c1ba22bad9efff86682adfca9035,1,41,0,41
fastapi,2915e31dab7057a24a24a91797195a9e28aacb96,1,1,0,1
fastapi,4f4d47baf497bb36d0e5d3b838f760550cf18a05,1,1,1,2
fastapi,8f336c5fd3be2089dfdd82bc7e5d79b4da7bf108,1,1,0,1
fastapi,3e666dfdd7f74f6ec3779db84955aa7be43b12a9,1,1,0,1
fastapi,be91d0c1bde305c441d9aeda5c00f21094656de7,1,53,56,109
fastapi,f4bacfe1b5418db6519a47515d95b8079256c514,1,205,205,410
fastapi,943faf237c6c956bf33df1fba2145614195ee1f3,1,1,0,1
fastapi,b0e09640e113d3d5be45f9c573703ffd86d0c9e5,1,1,1,2
fastapi,638b4355d89c7cc60002e483936c1d1f841e79af,1,1,0,1
fastapi,21c8a32fa72eaab337c44259307fc20b5225b76d,1,1,1,2
fastapi,a86b9a5b03ff9bd1d6c1cdce9cb54c7f1a78ae4c,1,4,0,4
fastapi,c6037fc96fa11d411fd57499f8a42306edee5325,3,117,57,174
fastapi,5e7c3ee1f3b24e7757ee25328f75cb47e92436d7,1,4,0,4
fastapi,6c1432801f34a3b0e1551f69cdd90ab7953f05e0,1,116,0,116
fastapi,ebdeda2de6e17036e3048940b7a9e725ef6a95b7,2,3,1,4
fastapi,8fa19a6faa3309a150f6e6fafd2c3a5043c09718,1,1,1,2
fastapi,3ecb4c53895c0a8bf3462983d48379abc54fcaec,1,4,0,4
fastapi,9d0d8828cc6b3f0217581d7e607ba8e4d7e0017b,2,180,3,183
fastapi,df35896a0ebb379d68b7c9bd9fdadd476ef6ac83,1,4,0,4
fastapi,8f64d09ee01daf4773a77e9690e511d928da9b98,1,1,1,2
fastapi,3b09dd8e01ecdbdc56829cc7b0f524a882eebdd8,1,1,0,1
fastapi,c30821ff6ed3d0506ee11a4f4f28cd25c13e7ec8,1,358,0,358
fastapi,666890ac7f3211d15e70503002f284fd18107125,1,1,0,1
fastapi,937af92ba7573799613c707046777e3731b3499f,1,104,0,104
fastapi,1cf4b8c2de1cb737b1442b102422d910b4168696,1,1,0,1
fastapi,dcb223d8507b3eb8d28da781a2d96a09e1008fd0,1,1,1,2
fastapi,baeeafa1e1f2622c4b5115d37bf75653dff071ea,1,1,0,1
fastapi,487f940e91b6d7a39a0b2e3b722baa956c72e1cd,1,1,1,2
fastapi,e9c33debaa4e6dea3e56b60ec80479c0eb3520ed,1,1,0,1
fastapi,041a37bb1feae2990e99379ed44ea45556a81e09,1,1,1,2
fastapi,28038f19cfae040c826ad7a89f511fc854d9d44f,1,1,0,1
fastapi,9026f3b1bdfba4ac33ba5d88a9fa4bed83f84108,1,1,1,2
fastapi,8d9ef5d343998e9db3cae165e3ff15a23b967e51,1,4,0,4
fastapi,b2923282caaf47d7af13991d3cae74b5c042b4b3,1,21,0,21
fastapi,ac160885e15627073ba950c4a5203e3d168dee05,1,4,0,4
fastapi,7d9195a248a7bf29a1bc700a49399804b7b7ea00,6,6,6,12
fastapi,4734df1db89607c9579d2bb9795b02214e1e1d47,2,3,1,4
fastapi,cdf6b315055a6a10c5fa86a248a7398d310082c4,1,1,0,1
fastapi,dfe9dde982fe63261aecc13f564670b82011846c,1,5,2,7
fastapi,9957956ef8be8f5e4947f3bc201bd95491fb4680,1,1,0,1
fastapi,aebff5006fee3f45c634861ccd15885058ba0965,1,16,1,17
fastapi,64834d4a601bb9c9b648a737a88582a3edded297,1,1,0,1
fastapi,30b9dfb11cbef5257cd0006d73884a3c1920b7d4,3,24,6,30
fastapi,6b5b26fa61ee1f710467e6f8c8452a7e93104eae,1,1,0,1
fastapi,3f908a47d9cd7f58ec12137626d74a82be93d350,1,4,1,5
fastapi,01c3ad2eb26fd029e5bebb3bd7eded3e56ae4a29,1,1,0,1
fastapi,85a2eed88836dde7d6c8e275c2abc36f4572e78d,2,16,23,39
fastapi,45fefe88cfecdae7798a56c7294640205ad21831,1,4,0,4
fastapi,da4605b039d838a849b4edf0e57cf10230eaf956,6,84,167,251
fastapi,4e4715b1318931dc69292255b449bfc026f75486,1,1,0,1
fastapi,b4524145e66b2ab873769bbbb8b1cbd13bf4ba78,1,1,1,2
fastapi,1daf9fddfdf81515e6cab84327cd4b4e89e3fc15,1,1,0,1
fastapi,6d78b228d8ffa7fe977bb2ccc25f0743af361f51,1,1,1,2
fastapi,10bf65f27288db90a2b6ab2f1e37368473b6d004,1,1,0,1
fastapi,97fdbdd0d8b3e24b3d850865033f6746ee13f82c,2,18,18,36
fastapi,7dc9901f358f1097535fe5c5500a14edbfa34268,1,1,0,1
fastapi,7c04182724f87e78c39d18d63803ee0108d159f6,1,2,2,4
fastapi,6e11a2d1c4eaedd891708d808a5b4c5d127db5db,1,4,0,4
fastapi,535d5b3f9f1546ccb5cc8370e51fcf06f149761e,2,36,0,36
fastapi,7565f580ce77e0ec6027457410db9da66ef3487a,1,1,0,1
fastapi,590abc4b9634fa8363cfec85487bb8825520a7e3,1,23,0,23
fastapi,3ac38eb19580b22db77fcaebd40dfced40439b14,1,1,0,1
fastapi,6cbdcd3961552856045756ffaeee0eea20175142,1,31,0,31
fastapi,c7302ea99e32974edf7e97e5a1a649fece4368b3,1,1,0,1
fastapi,49fe5bac2ea90488156783c094bb13f61c2ea716,1,5,0,5
fastapi,1f79531a5b96654e41df14bdcff322ec3c3d707c,1,1,0,1
fastapi,095dcc8a633a5a14059bbf7ed5d63c0d7744e482,1,67,0,67
fastapi,5ba94612c1d5bab8ff7cdc627bebf76edfea36ba,1,1,0,1
fastapi,44d5abffc164b787832e2e3a83990e0a027a7eea,3,0,10,10
fastapi,98fa4bd4374f736b1e516c29cb5447182455ac61,1,1,0,1
fastapi,cdd5d6ce709bfe16c9f6268d41a6a192b222f84b,1,1,1,2
fastapi,b8a3cccb75e11997b9b48b32db20f1f29b54f75a,1,1,0,1
fastapi,14a55d864d7c30c7933b4fb5ea16e724a59b54f2,1,222,0,222
fastapi,37c8e7d76b4b47eb2c4cced6b4de59eb3d5f08eb,1,1,0,1
fastapi,4b12a2818a7eb4ac45da8afedeb29d7030104f03,1,1,1,2
fastapi,9ab43cc5eda66c7622ea8f4ecf70f76b7499d772,1,1,0,1
fastapi,7b3463de32cd751b68de885771fa9e07395fa537,1,1,1,2
fastapi,f7ab09884dd39e8c9bd090b97d66f51fd3a7f401,1,1,0,1
fastapi,9c4a1d2105c84e8115378fce68a4751a38d58834,1,1,1,2
fastapi,066c249bad80a778284609d99df8cfe9e877c69b,1,1,0,1
fastapi,2116d8aa564c9a70100225781f76ff2a7687bcd8,1,0,0,0
fastapi,2e2180809411b0235b24bba6a40b8151ade593d0,1,1,0,1
fastapi,736cce8329e79f7df2c0634762516c8f86bf0ad0,1,68,0,68
fastapi,f78aa8848b69774223bfc2dc6336f141ebad0457,1,1,0,1
fastapi,38c282039a1c7fe39a41bc41400ff4c3bac9a148,4,5,0,5
fastapi,b7a885066033d6e6dc86f93eded8fb1d22a6bbba,1,1,0,1
fastapi,eae3025ed21d1e913986e5d752bc60dfff76a85b,1,1,1,2
fastapi,37e596599e6dcfb05b4a0180079c98eb991d5597,1,1,0,1
fastapi,37c6913ce566706b4d5e1cbe10e6401fec4c5e3f,1,298,0,298
fastapi,7421a19b7f7039ebff2f7a04f7f23eabcd2390f2,1,1,0,1
fastapi,e71d87d8ef00c6ff5e77366a29b10af4e59144ce,1,192,192,384
fastapi,c3de47858c5e73bf01b14a2588fd819f89ca6a51,1,1,0,1
fastapi,c430ef1ac13f190a0d7669e394366ddd5eb75a47,1,47,59,106
fastapi,54f255ecc8d199d53e58c6f01237511754352608,1,1,0,1
fastapi,751c7dc1799ec4a3979668b0d1899f080ca916f1,3,50,30,80
fastapi,b2d742074c41b4435775e0b24500eb0fe0cb2ed3,1,1,0,1
fastapi,e48c526b62b209923d77f96ac8aed143da2e7860,1,491,0,491
fastapi,be6cfd6cf508c2a4f699815be327e98c7b9ffe2c,1,1,0,1
fastapi,02ca76136596aa1089764e545a4f408075fb4ace,1,76,0,76
fastapi,cadb7f5c3a085ce1a88795f4a377067b93370b5f,1,1,0,1
fastapi,645d6457378e89fc2b21123db13386197225496e,1,223,0,223
fastapi,bb05a685309817aab6b80f15ff7da9accecf87a9,1,1,0,1
fastapi,7ebcd8761cf98b6010d2f818105f30f3db58d0ce,1,1,1,2
fastapi,57ed433befb782d45047944044ece386921cbd22,1,1,0,1
fastapi,3855d808b0fd42766d23a3755ed3cb11217633c6,1,1,0,1
fastapi,d6b8b8f59066101296d1bac270247c22d9a2912a,1,165,0,165
fastapi,3337c3b9be8154804935e529f22fd50b3956ec37,1,75,0,75
fastapi,950fb3f02d876a4ab6cad307dc0f4d4e9a83e8ab,1,1,0,1
fastapi,c83a5bf14975a2aaec0c1ec1a0d14da51e5aaea2,1,1,0,1
fastapi,45a40f8b1ce8f1c4ad6fdf0cdae226f886735902,1,85,0,85
fastapi,44c83dda0bd0aab1c5e54e7a8f0807add65040d6,1,89,0,89
fastapi,57a7a706f3faeff2f8cc2e30fc230995a730fdf3,1,1,0,1
fastapi,aa2bb3e5699cb61f051654994f50b2c389f58907,1,129,17,146
fastapi,f0b3ebdf038dc63292a0337e9f10ba859d783628,1,1,0,1
fastapi,4f9b737548bddbfeddef19ba28316799971e1d26,1,255,0,255
fastapi,2e9e5dfeec7300abc144c0ade02645d0b8d728c4,1,1,0,1
fastapi,374626e0364fe373d7e7fdc75e289b2d5e9e5226,1,78,0,78
fastapi,6c1e7fb4de03c20540b0d519ff929025f3d80baa,1,1,0,1
fastapi,5f84703beae6d535998861a9339e72ca7c203458,1,1,1,2
fastapi,34856a27381c5deed62ce8ae6e153613d55e62b7,1,1,0,1
fastapi,61cc7014ccf5191f5d4da74b892615ea0ce5faf0,1,846,0,846
fastapi,e31f35ec65c263f9cde2c7c7fa4603577e6b8392,1,1,0,1
fastapi,29ed7d052b58f32444ff14ae299de365262fcc56,4,8,0,8
fastapi,bcb7935ab78e1e31c7f201e264b5b17a5772a3f0,1,1,0,1
fastapi,a01a665b5723aef8613d269ccb7d8d77b6ecd678,1,0,14,14
fastapi,0e1ec488856b18da719f97a0da94004094f69465,1,1,0,1
fastapi,7382ceda579e73776df0ea71cb76adefdcb21d4b,3,0,10,10
fastapi,4d1c69751eebeba3db591ccdd52b690d1ebd0878,1,1,0,1
fastapi,be0cf41d38e1f9b56f45ce8586d1336c2983ae84,1,1,1,2
fastapi,ea7b1054762c72a79bc111e747e20d4c67721afc,1,1,0,1
fastapi,214e0740c8cea64858285b02defac2d8ae071f7b,56,5707,2368,8075
fastapi,f3bfa3b8a510a6e7aa7f212dfddee50f7a948883,1,1,0,1
fastapi,a9a2782f951eaaeb42123d54b14f4db05d1c332b,5,174,0,174
fastapi,acbf27c97175d6ca7e7fbb71778ff2431041c7de,1,1,0,1
